# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
13360.2000 M200 152 4 7410.2000 p27 p32 176 N p27->p1->p26->t61->p32
13360.5000 M379 179 6 2112.5000 p31 p32 264 N p31->c57->c56->c58->p19->t61->p32
13377.5000 M437 172 3 443.5000 c42 c40 292 N c42->c57->c50->c40
13469.5000 M258 195 6 5802.5000 p15 c48 203 N p15->p21->p3->c55->p34->c47->c48
13487.0000 M376 116 3 2326.0000 c48 p21 261 N c48->p5->c49->p21
13518.0000 M366 189 4 2660.0000 p14 c44 255 N p14->c55->c40->c53->c44
13535.7000 M296 144 5 4782.7000 p34 p33 220 N p34->c59->c43->c42->p2->p33
13536.0000 M314 183 3 4229.0000 c50 p33 229 N c50->c59->p2->p33
13536.2000 M261 136 2 5787.2000 p26 p2 203 N p26->p33->p2
13543.4000 M318 108 5 4131.4000 p16 t60 231 N p16->p37->c43->c41->p18->t60
13543.6000 M388 135 3 2029.6000 p2 p18 266 N p2->p0->t60->p18
13546.7000 M211 183 3 7280.7000 p25 c48 178 N p25->p26->c53->c48
13577.3000 M445 135 3 407.3000 p4 p21 293 N p4->t60->p24->p21
13600.4000 M459 160 2 27.4000 c56 c55 299 N c56->c51->c55
13612.8000 M322 189 7 4083.8000 p10 p2 231 N p10->c48->c50->c59->c47->c55->p3->p2
13626.8000 M337 149 3 3634.8000 p21 c58 239 N p21->p3->c55->c58
13682.3000 M372 191 5 2642.3000 c41 p13 255 N c41->c59->c47->c55->p3->p13
13682.5000 M378 102 2 2463.5000 c51 p13 258 N c51->p3->p13
13713.9000 M165 118 8 8808.9000 p27 p9 153 N p27->p1->p26->t60->c58->c51->c57->c40->p9
13714.2000 M329 157 5 3966.2000 p19 p9 233 N p19->p5->c42->c49->c40->p9
13714.5000 M276 160 7 5531.5000 p0 p9 207 N p0->p22->p35->p39->p7->c59->c40->p9
13731.6000 M456 180 1 240.6000 c56 c48 295 N c56->c48
13768.9000 M418 134 2 1391.9000 t60 c47 276 N t60->c59->c47
13782.4000 M438 193 3 819.4000 c57 p10 286 N c57->c50->c48->p10
13782.6000 M425 122 4 1196.6000 p5 p10 280 N p5->c51->c54->c48->p10
13804.2000 M441 123 4 746.2000 c43 p27 287 N c43->c49->p21->p24->p27
13837.7000 M458 129 1 289.7000 c56 c59 295 N c56->c59
13837.9000 M448 127 3 575.9000 c56 c49 290 N c56->c52->c45->c49
13914.6000 M354 150 4 3410.6000 c56 p22 243 N c56->c53->p35->p12->p22
13914.8000 M397 134 4 2143.8000 p7 p22 264 N p7->c51->p31->p12->p22
13915.0000 M301 133 4 5002.0000 p18 p22 216 N p18->p5->p23->p12->p22
13915.2000 M430 132 3 1180.2000 p18 p22 280 N p18->c57->p12->p22
13996.6000 M409 106 6 1880.6000 p9 c43 268 N p9->p36->p24->p21->c53->c55->c43
14009.6000 M461 129 5 381.6000 p24 c46 293 N p24->c48->c43->c49->c41->c46
14012.7000 M455 138 3 554.7000 c55 c56 290 N c55->c44->c45->c56
14108.6000 M440 133 1 1083.6000 p21 p22 281 N p21->p22
14160.8000 M348 180 1 3835.8000 p27 t61 236 N p27->t61
14168.7000 M304 140 3 5163.7000 p8 p1 213 N p8->p0->p14->p1
14169.0000 M292 190 6 5528.0000 p13 p1 207 N p13->p32->c42->c49->c55->p14->p1
14180.9000 M468 164 1 342.9000 c51 c54 294 N c51->c54
14191.3000 M424 181 3 1637.3000 p10 c42 272 N p10->c43->c56->c42
14198.6000 M339 145 6 4139.6000 p7 p29 231 N p7->c47->c45->p3->p21->p24->p29
14198.8000 M368 107 4 3283.8000 c50 p29 245 N c50->p3->p21->p24->p29
14241.2000 M401 199 3 2352.2000 c54 p23 260 N c54->c48->c59->p23
14339.9000 M462 130 2 683.9000 p28 p10 288 N p28->p18->p10
14491.8000 M483 193 1 205.8000 c54 p5 296 N c54->p5
14538.2000 M386 114 5 3080.2000 p27 p35 248 N p27->c55->c45->c59->c44->p35
14590.8000 M351 150 4 4176.8000 p30 p36 230 N p30->c56->c49->t61->p36
14591.0000 M305 127 2 5558.0000 p17 p36 207 N p17->t61->p36
14617.7000 M478 110 3 473.7000 p34 p26 292 N p34->c57->c41->p26
14952.5000 M375 177 5 3818.5000 p35 p8 236 N p35->p39->p38->p34->c47->p8
14952.8000 M406 157 4 2922.8000 c41 p8 251 N c41->c55->c43->c47->p8
14953.0000 M412 118 4 2754.0000 p24 p8 254 N p24->c48->c55->c47->p8
15016.8000 M495 172 2 362.8000 c44 p35 293 N c44->c53->p35
15067.3000 M389 155 2 3525.3000 p11 c52 241 N p11->p29->c52
15097.0000 M489 118 1 629.0000 p11 p4 289 N p11->p4
15125.0000 M395 148 8 3406.0000 p8 c48 243 N p8->p20->p0->t60->p34->c57->c46->c45->c48
15186.1000 M413 148 2 2958.1000 p29 c51 250 N p29->c52->c51
15287.1000 M410 170 4 3146.1000 p31 p39 247 N p31->c51->c55->p3->p39
15287.3000 M442 101 1 2203.3000 p3 p39 263 N p3->p39
15309.1000 M467 187 3 1505.1000 p28 c55 274 N p28->c41->c44->c55
15323.4000 M373 143 2 4250.4000 p29 c44 229 N p29->c52->c44
15361.8000 M370 128 5 4383.8000 p25 p4 226 N p25->c45->c49->c46->p34->p4
15362.1000 M298 180 6 6542.1000 p25 p4 190 N p25->p26->c53->c48->c57->p34->p4
15379.5000 M453 121 3 1971.5000 c52 p3 267 N c52->c45->c40->p3
15380.8000 M492 163 4 817.8000 c43 c56 286 N c43->c53->c55->c40->c56
15399.7000 M444 173 4 2257.7000 p9 p6 262 N p9->p35->c50->p28->p6
15401.4000 M498 161 5 658.4000 c53 c59 289 N c53->c44->c55->c54->p23->c59
15416.1000 M509 148 3 356.1000 c44 c43 294 N c44->c40->p5->c43
15448.0000 M463 118 6 1766.0000 p10 p20 270 N p10->c43->c45->c55->c53->c48->p20
15448.3000 M439 179 3 2453.3000 c44 p20 259 N c44->c51->c48->p20
15511.3000 M405 124 5 3508.3000 p6 p0 241 N p6->c55->p21->p27->p1->p0
15536.4000 M469 131 3 1664.4000 p39 p23 272 N p39->c45->c43->p23
15563.0000 M457 120 3 2043.0000 p4 c50 265 N p4->c43->c58->c50
15705.2000 M381 188 2 4393.2000 p29 p20 226 N p29->c52->p20
15812.6000 M327 199 1 6124.6000 p29 t60 197 N p29->t60
15822.8000 M475 151 7 1769.8000 c47 p14 270 N c47->c55->c54->c43->c45->c52->p29->p14
15823.0000 M384 126 4 4426.0000 p25 p14 226 N p25->t61->p24->p29->p14
15827.0000 M380 160 4 4549.0000 p33 p23 224 N p33->p2->p3->c56->p23
15828.5000 M428 124 4 3150.5000 c58 p30 247 N c58->c47->p34->t61->p30
15943.8000 M464 192 3 2229.8000 c50 p24 262 N c50->c46->p34->p24
15944.0000 M423 132 4 3424.0000 p35 p24 242 N p35->c44->c42->p34->p24
16008.4000 M524 136 3 511.4000 c58 p4 291 N c58->p23->c52->p4
16013.7000 M383 140 4 4645.7000 p6 p25 222 N p6->c55->c53->p21->p25
16014.0000 M415 143 4 3726.0000 p14 p25 237 N p14->c55->c53->p21->p25
16017.2000 M471 130 5 2082.2000 p28 p33 265 N p28->p24->p29->c52->c51->p33
16017.5000 M402 143 4 4100.5000 c56 p33 231 N c56->c43->c53->c51->p33
16017.8000 M520 144 3 637.8000 c59 p33 289 N c59->c52->c51->p33
16037.3000 M522 123 2 600.3000 c56 c49 289 N c56->c45->c49
16043.7000 M537 150 1 168.7000 c54 c44 297 N c54->c44
16066.2000 M451 186 6 2717.2000 p22 p36 254 N p22->c40->c43->c45->c50->t60->p36
16113.4000 M404 189 5 4139.4000 p30 c59 231 N p30->p13->p3->c40->c56->c59
16201.5000 M239 123 2 9104.5000 p33 p16 148 N p33->p9->p16
16201.7000 M343 112 4 6025.7000 c41 p16 199 N c41->c56->p35->p9->p16
16201.9000 M283 125 5 7827.9000 p39 p16 169 N p39->c50->c58->c40->p9->p16
16202.1000 M236 126 3 9196.1000 c42 p16 146 N c42->p33->p9->p16
16254.0000 M420 128 2 3825.0000 p34 p17 236 N p34->t61->p17
16254.2000 M355 110 3 5725.2000 p37 p17 204 N p37->p34->t61->p17
16296.1000 M435 117 2 3415.1000 p33 p6 243 N p33->c51->p6
16296.4000 M436 182 5 3387.4000 p39 p6 243 N p39->c45->c40->c41->c51->p6
16301.5000 M407 109 2 4244.5000 p32 t60 229 N p32->p17->t60
16302.1000 M513 167 5 1126.1000 p28 p24 281 N p28->c48->c40->c47->p14->p24
16322.1000 M382 173 5 4982.1000 p1 p35 216 N p1->t61->p20->c41->c51->p35
16357.1000 M521 172 2 945.1000 c52 p0 284 N c52->c54->p0
16357.4000 M490 153 6 1855.4000 p22 p0 269 N p22->c48->c56->p23->c44->c54->p0
16365.7000 M548 159 2 170.7000 c56 c45 297 N c56->c59->c45
16442.7000 M433 153 4 3620.7000 p39 p10 239 N p39->c45->c54->c58->p10
16443.0000 M484 139 3 2129.0000 c51 p10 264 N c51->c44->c58->p10
16443.3000 M476 177 3 2356.3000 c49 p10 260 N c49->c55->c58->p10
16450.6000 M474 140 4 2426.6000 p33 c57 259 N p33->c51->p35->c43->c57
16520.9000 M506 120 7 1544.9000 p1 c56 274 N p1->t61->p20->c41->c51->c40->p12->c56
16574.5000 M473 157 3 2581.5000 p1 c44 256 N p1->t61->p20->c44
16638.1000 M539 159 3 701.1000 p23 p24 288 N p23->c53->c55->p24
16698.2000 M465 186 3 2951.2000 p33 c42 250 N p33->c51->c40->c42
16875.2000 M533 135 1 1120.2000 t60 p5 281 N t60->p5
16882.3000 M446 140 5 3686.3000 p35 p38 238 N p35->c44->c50->p28->p6->p38
16882.6000 M416 170 8 4567.6000 p11 p38 223 N p11->p29->p34->c54->c40->c48->p35->p6->p38
16882.8000 M447 121 3 3654.8000 c41 p38 239 N c41->c59->p6->p38
16883.0000 M450 111 6 3560.0000 p2 p38 240 N p2->p3->c40->c48->p35->p6->p38
16920.5000 M449 157 5 3624.5000 p17 p3 239 N p17->t60->c43->c50->c48->p3
16938.5000 M481 111 5 2710.5000 c45 p37 254 N c45->c42->p34->p4->p30->p37
16938.8000 M385 185 4 5512.8000 p19 p37 208 N p19->c52->c50->p30->p37
16942.1000 M387 130 2 5459.1000 p0 p19 209 N p0->p2->p19
17046.6000 M514 111 4 1844.6000 p21 c53 269 N p21->p15->c49->p3->c53
17115.2000 M394 108 2 5423.2000 p15 c44 209 N p15->c55->c44
17118.1000 M496 197 3 2431.1000 p10 c49 259 N p10->c59->c42->c49
17149.2000 M491 188 5 2616.2000 p17 p20 256 N p17->t60->c43->c47->c41->p20
17172.5000 M570 183 2 325.5000 c56 c55 294 N c56->c52->c55
17175.8000 M561 186 7 601.8000 c52 c46 289 N c52->c50->c40->c43->c59->c47->c41->c46
17184.2000 M519 188 2 1838.2000 p0 p18 269 N p0->p11->p18
17184.5000 M432 171 2 4388.5000 c41 p11 226 N c41->p18->p11
17184.8000 M549 187 1 960.8000 p18 p11 283 N p18->p11
17210.7000 M320 157 2 7742.7000 p27 p19 170 N p27->p1->p19
17226.2000 M553 120 3 875.2000 c48 p23 285 N c48->c54->c59->p23
17226.5000 M501 177 6 2399.5000 p1 p23 260 N p1->t61->p20->c41->c54->c59->p23
17286.5000 M568 121 2 502.5000 c55 c56 291 N c55->c41->c56
17286.8000 M486 173 3 2905.8000 p15 c51 251 N p15->c55->c41->c51
17287.1000 M574 193 1 335.1000 c41 c51 294 N c41->c51
17287.4000 M558 168 4 797.4000 c46 c51 286 N c46->c59->c47->c41->c51
17355.0000 M554 154 6 978.0000 p10 p16 283 N p10->c59->c47->c41->c56->c51->p16
17355.2000 M454 114 8 3922.2000 p17 p16 234 N p17->t60->c43->c50->p35->c52->p3->c51->p16
17355.5000 M277 151 3 9145.5000 p25 p16 147 N p25->p26->c51->p16
17480.4000 M527 179 3 1895.4000 c52 p32 268 N c52->p20->c42->p32
17480.7000 M497 196 4 2763.7000 c52 p32 253 N c52->c49->c47->c42->p32
17483.1000 M556 100 3 1052.1000 p12 p39 282 N p12->c40->c47->p39
17485.9000 M485 192 5 3138.9000 p24 p35 247 N p24->p15->c55->c41->c40->p35
17518.5000 M507 143 5 2515.5000 p39 p18 258 N p39->c45->c43->p4->p30->p18
17530.7000 M540 182 2 1568.7000 p38 c48 273 N p38->c50->c48
17563.5000 M517 112 3 2276.5000 p26 c41 262 N p26->t61->p39->c41
17639.8000 M589 142 3 251.8000 c58 c40 295 N c58->c59->c52->c40
17645.9000 M421 138 2 5191.9000 p16 p2 213 N p16->c41->p2
17668.9000 M479 149 6 3498.9000 p7 c49 241 N p7->p17->t60->t61->c45->c42->c49
17705.2000 M596 181 2 105.2000 c41 c47 298 N c41->c43->c47
17707.5000 M546 196 2 1579.5000 c51 p1 273 N c51->p6->p1
17707.7000 M535 108 2 1891.7000 c41 p1 268 N c41->p6->p1
17710.2000 M505 110 4 2767.2000 c51 p21 253 N c51->c52->p29->p34->p21
17732.8000 M562 109 4 1125.8000 p38 p35 281 N p38->c50->c44->c47->p35
17797.0000 M431 164 8 5034.0000 p29 p19 216 N p29->c52->c43->c54->c40->c48->p35->p6->p19
17797.1000 M427 142 3 5152.1000 p30 p14 214 N p30->c42->p32->p14
17797.2000 M511 124 4 2680.2000 c46 p19 255 N c46->c40->c51->p6->p19
17797.4000 M560 147 6 1249.4000 c52 p14 279 N c52->c50->c43->c54->c42->p32->p14
17817.9000 M543 140 5 1770.9000 c45 p33 270 N c45->c49->c58->c43->c47->p33
17832.6000 M591 144 3 378.6000 p2 c55 293 N p2->c53->c47->c55
17842.0000 M598 136 3 178.0000 c57 c43 297 N c57->c41->c52->c43
17847.6000 M575 100 1 864.6000 p33 c55 285 N p33->c55
17925.0000 M571 185 4 1051.0000 p15 p2 282 N p15->t60->c45->c42->p2
18016.4000 M579 166 3 926.4000 c46 c53 284 N c46->c56->c51->c53
18139.0000 M532 123 3 2409.0000 p25 t61 259 N p25->p32->p14->t61
18140.7000 M477 121 4 4026.7000 p6 p13 232 N p6->c59->c42->c53->p13
18148.4000 M611 186 2 97.4000 c54 c56 298 N c54->c51->c56
18149.6000 M487 189 4 3735.6000 p14 p18 237 N p14->c47->c42->p32->p18
18157.2000 M493 116 2 3568.2000 p9 c56 240 N p9->t61->c56
18173.2000 M472 120 4 4205.2000 p7 p36 229 N p7->p17->t60->t61->p36
18182.3000 M552 116 3 1864.3000 c58 p36 268 N c58->c56->t60->p36
18182.6000 M547 183 6 2021.6000 p10 p36 266 N p10->c59->c47->c41->c56->t60->p36
18256.7000 M399 134 3 6423.7000 p15 p31 192 N p15->t60->t61->p31
18423.0000 M516 102 2 3164.0000 p11 c48 247 N p11->p18->c48
18430.4000 M617 107 3 207.4000 p39 c56 296 N p39->c57->c47->c56
18439.3000 M541 166 3 2448.3000 p0 p36 259 N p0->p11->p18->p36
18471.9000 M565 156 4 1774.9000 p19 p16 270 N p19->p2->c41->c44->p16
18535.2000 M502 191 3 3677.2000 p2 p20 238 N p2->c55->c45->p20
18562.3000 M621 159 2 214.3000 c56 c57 296 N c56->c54->c57
18562.6000 M557 141 5 2102.6000 p37 c49 264 N p37->p9->t61->c51->c54->c49
18610.6000 M608 125 4 653.6000 p12 p31 289 N p12->c43->c47->p35->p31
18621.3000 M503 129 4 3736.3000 p10 p30 237 N p10->c59->c42->p32->p30
18621.5000 M550 136 3 2365.5000 c52 p30 260 N c52->c42->p32->p30
18630.5000 M627 182 1 108.5000 c50 c55 298 N c50->c55
18653.1000 M525 153 1 3130.1000 p31 c47 247 N p31->c47
18653.4000 M564 158 1 1983.4000 p31 c47 266 N p31->c47
18702.5000 M600 122 3 983.5000 c51 p8 283 N c51->c46->p3->p8
18702.8000 M597 150 4 1072.8000 c48 p8 282 N c48->c51->c46->p3->p8
18703.1000 M592 155 2 1219.1000 c43 p8 279 N c43->p3->p8
18731.9000 M443 177 7 5618.9000 p32 p10 206 N p32->p39->c41->c53->p12->p3->p8->p10
18863.3000 M542 158 7 2841.3000 c41 p0 252 N c41->c51->c40->c42->c45->p15->p32->p0
18864.3000 M586 198 4 1564.3000 p30 c45 273 N p30->p18->c53->c59->c45
18905.0000 M630 109 4 299.0000 p23 p9 295 N p23->c41->c45->c42->p9
18905.2000 M595 129 3 1338.2000 p33 p9 277 N p33->c55->c42->p9
18924.5000 M590 177 6 1502.5000 t60 p16 274 N t60->t61->c56->p35->c47->c42->p16
19006.0000 M604 141 6 1170.0000 t60 p21 280 N t60->t61->c56->p35->c47->c42->p21
19006.2000 M615 137 4 839.2000 c48 p21 286 N c48->p3->c57->c42->p21
19058.8000 M626 178 3 564.8000 c59 c43 290 N c59->c47->c42->c43
19101.2000 M634 171 4 369.2000 c42 p33 293 N c42->c48->c50->c53->p33
19101.5000 M538 173 9 3197.5000 p18 p33 246 N p18->p25->p32->p14->c45->c46->c54->c40->c53->p33
19120.0000 M625 153 3 654.0000 c58 c57 289 N c58->c44->c42->c57
19129.7000 M594 188 2 1590.7000 p34 c49 273 N p34->p21->c49
19204.1000 M578 169 6 2140.1000 p10 p24 264 N p10->c47->c41->c56->t60->t61->p24
19247.0000 M551 165 3 2960.0000 t60 p22 250 N t60->p9->p11->p22
19332.9000 M508 104 8 4302.9000 p18 p28 228 N p18->p24->p15->c49->p3->c53->c52->p35->p28
19333.2000 M563 164 5 2692.2000 p30 p28 255 N p30->p18->c40->c48->p35->p28
19333.4000 M587 123 4 2002.4000 p18 p28 266 N p18->c40->c48->p35->p28
19366.4000 M640 177 2 462.4000 c55 c45 292 N c55->c41->c45
19367.9000 M494 148 5 4744.9000 p38 p25 220 N p38->c50->c44->c43->p35->p25
19496.0000 M346 149 2 9233.0000 p16 p30 146 N p16->c40->p30
19502.8000 M622 105 3 1127.8000 c44 p5 281 N c44->c42->p21->p5
19529.0000 M545 149 4 3427.0000 p39 p11 242 N p39->p32->p14->t61->p11
19597.0000 M624 195 2 1158.0000 p9 c46 280 N p9->c50->c46
19617.4000 M645 167 3 566.4000 c52 c58 290 N c52->p16->c49->c58
19674.8000 M649 177 1 494.8000 c49 p2 291 N c49->p2
19680.6000 M650 100 3 470.6000 c55 p28 292 N c55->c41->c40->p28
19680.9000 M646 170 2 600.9000 p30 p28 289 N p30->c40->p28
19725.0000 M429 166 7 7021.0000 p37 c57 182 N p37->p9->c43->c45->c40->c56->c49->c57
19763.6000 M644 194 3 739.6000 c45 p0 287 N c45->c44->c42->p0
19791.4000 M523 144 3 4325.4000 c47 p17 227 N c47->p35->p25->p17
19791.7000 M504 193 2 4875.7000 p7 p25 218 N p7->p17->p25
19911.8000 M643 131 2 917.8000 t60 p15 284 N t60->c59->p15
19928.7000 M664 159 1 311.7000 c57 c41 294 N c57->c41
19962.7000 M623 108 4 1554.7000 p28 c55 274 N p28->c42->c50->c52->c55
20064.3000 M512 142 6 4920.3000 c56 p4 217 N c56->c45->c47->p14->p24->p15->p4
20064.6000 M544 188 6 3988.6000 p35 p4 233 N p35->c58->c49->c44->c55->p15->p4
20064.8000 M583 127 2 2853.8000 p24 p4 252 N p24->p15->p4
20081.9000 M675 124 2 123.9000 c46 c40 297 N c46->c53->c40
20093.1000 M633 195 3 1390.1000 c56 p22 276 N c56->c55->c57->p22
20106.8000 M616 172 3 1913.8000 c47 p12 268 N c47->c59->c53->p12
20170.4000 M628 198 2 1622.4000 c51 p26 272 N c51->c58->p26
20191.7000 M588 132 3 2828.7000 p3 p37 252 N p3->c59->p23->p37
20195.5000 M480 187 2 6000.5000 p7 p32 199 N p7->p22->p32
20240.9000 M358 156 3 9625.9000 p16 p29 139 N p16->p9->t61->p29
20285.2000 M526 151 3 4730.2000 p4 p19 221 N p4->p30->p21->p19
20295.7000 M666 169 3 616.7000 c55 p14 289 N c55->c43->t61->p14
20295.9000 M610 108 4 2271.9000 c46 p14 262 N c46->c42->p18->t61->p14
20300.7000 M470 109 1 6399.7000 p31 p34 193 N p31->p34
20300.9000 M585 104 5 3029.9000 c51 p34 249 N c51->c56->t60->t61->p31->p34
20301.1000 M515 137 3 5068.1000 p1 p34 215 N p1->t61->p31->p34
20301.4000 M580 196 4 3177.4000 p37 p34 247 N p37->p9->t61->p31->p34
20301.7000 M488 138 9 5860.7000 p39 p34 202 N p39->c45->c43->c47->p14->p24->t60->t61->p31->p34
20302.0000 M411 171 3 8129.0000 p16 p34 164 N p16->p9->p31->p34
20369.2000 M612 139 4 2287.2000 p15 p28 261 N p15->c43->c51->c59->p28
20383.4000 M566 146 1 3658.4000 p25 p29 239 N p25->p29
20429.4000 M661 195 3 904.4000 p26 p14 284 N p26->p11->t60->p14
20481.4000 M353 139 8 10004.4000 p16 p4 133 N p16->c41->c43->c44->c52->c53->c51->c56->p4
20548.1000 M577 120 4 3512.1000 p39 p6 241 N p39->c47->p35->p25->p6
20559.2000 M510 154 5 5468.2000 p32 p27 208 N p32->p14->t61->p29->p25->p27
20559.4000 M534 121 1 4776.4000 p25 p27 220 N p25->p27
20583.6000 M683 199 4 387.6000 p5 c57 293 N p5->c55->c44->p28->c57
20616.9000 M635 198 3 1858.9000 p30 p32 269 N p30->t60->p14->p32
20653.2000 M607 110 7 2725.2000 p11 p10 254 N p11->p9->c50->c40->c52->c49->c53->p10
20653.5000 M639 157 1 1778.5000 p10 c53 270 N p10->c53
20701.2000 M559 165 4 4182.2000 p38 p7 230 N p38->c50->p14->t61->p7
20701.4000 M500 118 3 5905.4000 c53 p7 201 N c53->p29->t61->p7
20701.7000 M466 192 5 6929.7000 p34 p7 184 N p34->c57->c41->p28->t61->p7
20702.0000 M499 199 2 5932.0000 p28 p7 201 N p28->t61->p7
20702.2000 M567 103 4 3950.2000 c42 p7 234 N c42->p32->p14->t61->p7
20723.6000 M652 147 5 1456.6000 p9 p19 275 N p9->c43->t61->p29->p25->p19
20737.8000 M671 146 2 900.8000 p23 p39 284 N p23->p37->p39
20775.4000 M681 187 3 634.4000 p28 p34 289 N p28->c56->p4->p34
20775.7000 M684 197 3 552.7000 p28 p34 290 N p28->c56->p4->p34
20852.0000 M599 134 3 3162.0000 p18 p3 247 N p18->c40->c48->p3
20922.9000 M573 157 4 3996.9000 c57 p11 233 N c57->c54->c44->p23->p11
20937.5000 M648 109 4 1791.5000 p5 c56 270 N p5->c55->c45->c42->c56
21106.0000 M692 199 3 649.0000 p34 p37 289 N p34->c47->c46->p37
21106.3000 M656 172 3 1716.3000 p20 p37 271 N p20->c42->c46->p37
21106.6000 M669 113 2 1330.6000 p26 t61 277 N p26->p32->t61
21126.8000 M689 116 3 753.8000 p8 c46 287 N p8->p16->c57->c46
21219.9000 M342 166 4 11075.9000 p16 p27 115 N p16->p9->p37->p39->p27
21365.7000 M641 109 3 2430.7000 p14 p28 259 N p14->t61->c43->p28
21453.0000 M662 171 2 1895.0000 p37 c52 268 N p37->c47->c52
21497.8000 M631 183 3 2859.8000 c57 p24 252 N c57->p22->p32->p24
21498.0000 M673 126 4 1602.0000 c40 p24 273 N c40->c58->p26->p32->p24
21509.5000 M706 174 3 649.5000 p3 p16 289 N p3->c42->c55->p16
21509.7000 M693 107 3 1020.7000 p9 c55 282 N p9->p8->p16->c55
21634.4000 M667 197 4 1923.4000 p29 p9 267 N p29->t61->c43->p16->p9
21653.5000 M460 156 5 8053.5000 p19 p7 165 N p19->p2->c53->c51->p13->p7
21714.8000 M529 141 4 6076.8000 p7 p10 198 N p7->p17->p25->p29->p10
21746.3000 M680 190 7 1630.3000 p22 c59 272 N p22->p32->t60->p0->c56->c50->c48->c59
21788.0000 M734 169 2 100.0000 c49 c45 298 N c49->c46->c45
21805.0000 M677 172 5 1779.0000 c46 p1 270 N c46->c48->c54->p0->t61->p1
21805.2000 M636 107 7 3019.2000 c40 p1 249 N c40->c49->c55->c41->c42->p0->t61->p1
21831.9000 M710 174 3 859.9000 c49 p24 285 N c49->c56->t61->p24
21832.2000 M576 157 5 4823.2000 p21 p24 219 N p21->p30->p36->p0->t61->p24
21851.2000 M686 195 6 1572.2000 p7 c44 273 N p7->t60->p0->c56->c50->c52->c44
21853.5000 M719 139 2 608.5000 c46 c53 289 N c46->c47->c53
21889.9000 M654 155 6 2557.9000 p22 c58 257 N p22->p32->t61->p0->c56->c57->c58
21899.0000 M663 173 5 2311.0000 c57 p21 261 N c57->c48->c45->c52->p5->p21
21899.3000 M584 165 4 4661.3000 p8 p21 222 N p8->p10->c48->p5->p21
21942.5000 M452 114 5 8560.5000 p8 p38 157 N p8->p10->c53->c43->c40->p38
21942.8000 M606 147 3 4046.8000 c52 p38 232 N c52->c53->c40->p38
21945.5000 M582 150 2 4760.5000 p26 p33 220 N p26->p32->p33
21971.4000 M653 192 2 2673.4000 c42 p31 255 N c42->c52->p31
21971.7000 M482 158 5 7716.7000 p37 p31 171 N p37->p9->c50->c40->c52->p31
21977.7000 M696 165 2 1398.7000 p32 p27 276 N p32->t61->p27
21980.5000 M674 154 6 2050.5000 c55 p26 265 N c55->c50->c45->c58->c47->c52->p26
21980.8000 M629 160 6 3403.8000 p3 p26 243 N p3->p8->c57->c46->c47->c52->p26
22011.6000 M718 103 2 800.6000 c45 t61 286 N c45->c47->t61
22082.4000 M619 123 1 3798.4000 p19 p34 236 N p19->p34
22178.6000 M659 143 5 2705.6000 p34 p0 254 N p34->c47->c46->c40->c43->p0
22238.3000 M745 186 2 214.3000 c44 c48 296 N c44->c50->c48
22252.6000 M690 187 3 1854.6000 p6 p13 269 N p6->p27->t60->p13
22252.9000 M605 144 4 4388.9000 p25 p13 226 N p25->p1->t61->t60->p13
22295.0000 M603 139 2 4485.0000 p4 p6 225 N p4->p34->p6
22295.9000 M728 145 3 788.9000 c41 c55 286 N c41->c54->c42->c55
22528.0000 M672 139 5 2657.0000 p2 p35 255 N p2->c56->p4->p34->p6->p35
22535.3000 M758 121 2 127.3000 c40 c45 297 N c40->c44->c45
22640.2000 M725 122 3 1221.2000 p36 p21 279 N p36->c51->c45->p21
22687.0000 M647 179 2 3575.0000 p6 c58 240 N p6->p27->c58
22687.2000 M698 133 4 2054.2000 p16 p27 265 N p16->c57->c40->c58->p27
22739.7000 M531 183 3 7041.7000 p1 p9 182 N p1->p25->p21->p9
22787.6000 M766 126 3 144.6000 c43 c40 297 N c43->c46->c56->c40
22794.0000 M732 145 3 1173.0000 c44 t60 280 N c44->c51->p36->t60
22960.7000 M679 123 4 2875.7000 p19 c48 252 N p19->p21->p9->c57->c48
22960.9000 M609 134 5 4970.9000 p1 c51 217 N p1->p25->p21->p9->c57->c51
22966.6000 M593 116 4 5452.6000 p17 c42 209 N p17->p25->p21->p9->c42
22990.1000 M741 130 2 1092.1000 p8 c42 281 N p8->c41->c42
23191.6000 M702 198 9 2441.6000 p8 p5 259 N p8->p16->c57->c40->c47->c45->c51->p36->t61->p5
23234.4000 M658 184 4 3789.4000 c41 p33 236 N c41->c56->t61->p1->p33
23234.7000 M601 185 3 5486.7000 p6 p33 208 N p6->p27->p1->p33
23271.5000 M536 166 1 7421.5000 p8 p35 176 N p8->p35
23326.5000 M638 196 6 4479.5000 c59 p14 225 N c59->c45->c42->p28->p5->p21->p14
23358.8000 M613 128 4 5251.8000 p8 p22 212 N p8->p10->c48->c53->p22
23374.9000 M773 104 3 519.9000 c41 p36 291 N c41->c47->c48->p36
23397.3000 M637 164 5 4580.3000 p39 p25 223 N p39->p37->c46->c40->c43->p25
23397.5000 M694 105 4 2875.5000 p32 p25 252 N p32->t61->p0->c43->p25
23531.0000 M742 130 1 1603.0000 p11 p26 273 N p11->p26
23536.8000 M530 190 5 7864.8000 p1 p18 168 N p1->p25->p21->p9->c40->p18
23559.4000 M730 189 1 1990.4000 t61 p34 266 N t61->p34
23566.3000 M528 160 6 7954.3000 p22 c52 167 N p22->p32->p24->c42->c43->c56->c52
